,DSSTox_CID,FW,Formula,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,smiles_parent,NumAtoms
8665,14300,222.6741,C10H11ClN4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,15
8666,446,233.0945,C9H10Cl2N2O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,14
8667,3971,162.6156,C10H7Cl,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1ccc2ccccc2c1,Clc1ccc2ccccc2c1,11
8668,21545,169.5652,C7H4ClNO2,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=c1[nH]c2ccc(Cl)cc2o1,O=c1[nH]c2ccc(Cl)cc2o1,11
8669,2056,147.0020,C6H4Cl2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,8
8670,20697,161.0285,C7H6Cl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1c(Cl)cccc1Cl,Cc1c(Cl)cccc1Cl,9
8671,6193,181.4470,C6H3Cl3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1cccc(Cl)c1Cl,Clc1cccc(Cl)c1Cl,9
8672,430,147.0020,C6H4Cl2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1ccccc1Cl,Clc1ccccc1Cl,8
8673,1196,229.7098,C9H16ClN5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,15
8674,3990,240.6927,C9H13ClN6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,16
8675,112,215.6833,C8H14ClN5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCNc1nc(Cl)nc(NC(C)C)n1,CCNc1nc(Cl)nc(NC(C)C)n1,14
8676,1268,201.6567,C7H12ClN5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCNc1nc(Cl)nc(NCC)n1,CCNc1nc(Cl)nc(NCC)n1,13
8677,268,388.8437,C9H4Cl6O4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,19
8678,331,289.1545,C13H14Cl2O3,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,18
8679,331,289.1545,C13H14Cl2O3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,18
8680,4112,438.7629,C15H10ClF3N2O6S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],28
8681,22440,381.1093,C14H6Cl2F4N2O2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,24
8682,29069,242.6572,C14H7ClO2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,17
8683,12355,239.6981,C12H14ClNO2,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CC1(C)CON(Cc2ccccc2Cl)C1=O,CC1(C)CON(Cc2ccccc2Cl)C1=O,16
8684,14962,291.7147,C8H10ClN5O3S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],18
8685,6715,122.5502,C4H7ClO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCOC(=O)CCl,CCOC(=O)CCl,7
8686,7167,168.6632,C10H13Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)(CCl)c1ccccc1,CC(C)(CCl)c1ccccc1,11
8687,6472,112.9427,C2H2Cl2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,O=C(Cl)CCl,O=C(Cl)CCl,5
8688,5010,128.9851,C3H6Cl2O,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC(CCl)CCl,OC(CCl)CCl,6
8689,29096,136.6198,C6H13ClO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCCCCCCl,OCCCCCCCl,8
8690,1404,118.2006,C4H10N2S,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=S)N(C)C,CNC(=S)N(C)C,7
8691,499,87.1204,C4H9NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CC(=O)N(C)C,CC(=O)N(C)C,6
8692,504,231.2936,C13H17N3O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,17
8693,1835,149.1897,C9H11NO,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(C=O)cc1,11
8694,29265,165.2322,C10H15NO,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)c1ccc(CCO)cc1,CN(C)c1ccc(CCO)cc1,12
8695,1854,135.2062,C9H13N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)Cc1ccccc1,CN(C)Cc1ccccc1,10
8696,27469,130.2312,C7H18N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN(C)CCCN(C)C,CN(C)CCCN(C)C,9
8697,5100,143.1836,C7H13NO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=CC(=O)OCCN(C)C,C=CC(=O)OCCN(C)C,10
8698,1029,74.0818,C2H6N2O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)N=O,CN(C)N=O,5
8699,694,179.2004,C6H18N3OP,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)P(=O)(N(C)C)N(C)C,CN(C)P(=O)(N(C)C)N(C)C,11
8700,25400,200.1521,C6H8N4O4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cn1c([N+](=O)[O-])cnc1COC(N)=O,Cn1c([N+](=O)[O-])cnc1COC(N)=O,14
8701,29358,141.2108,C8H15NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CN1[C@H]2CC[C@@H]1C[C@H](O)C2,CN1[C@H]2CC[C@@H]1C[C@H](O)C2,10
8702,29379,676.8173 (289.3694+98.0785+289.3694),C34H48N2O10S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,21
8703,113,289.3694,C17H23NO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,21
8704,28729,300.3556,C16H20N4O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN1[C@H]2CC[C@@H]1C[C@H](NC(=O)n1c(=O)[nH]c3ccccc31)C2,CN1[C@H]2CC[C@@H]1C[C@H](NC(=O)n1c(=O)[nH]c3ccccc31)C2,22
8705,24428,196.3399,C6H16O3SSi,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO[Si](CCCS)(OC)OC,CO[Si](CCCS)(OC)OC,11
8706,7617,228.1987,C10H12O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,16
8707,6566,200.2316,C10H16O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COC(=O)C1CCC(C(=O)OC)CC1,COC(=O)C1CCC(C(=O)OC)CC1,14
8708,9325,226.3120,C13H22O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCCC1C(=O)CCC1CC(=O)OC,CCCCCC1C(=O)CCC1CC(=O)OC,16
8709,18818,186.2912,C11H22O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COC(C)(C)CCCC(C)CC=O,COC(C)(C)CCCC(C)CC=O,13
8710,9329,206.2793,C10H22O4,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(C)COC(C)COC(C)CO,COC(C)COC(C)COC(C)CO,14
8711,9329,206.2793,C10H22O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COC(C)COC(C)COC(C)CO,COC(C)COC(C)COC(C)CO,14
8712,4018,221.0374,C8H6Cl2O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1c(Cl)ccc(Cl)c1C(=O)O,COc1c(Cl)ccc(Cl)c1C(=O)O,13
8713,5607,178.2277,C11H14O2,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,C=CCc1ccc(OC)c(OC)c1,C=CCc1ccc(OC)c(OC)c1,13
8714,20718,187.6235,C8H10ClNO2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COc1cc(Cl)c(OC)cc1N,COc1cc(Cl)c(OC)cc1N,12
8715,6997,136.1479,C8H8O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1,10
8716,575,148.2017,C10H12O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,11
8717,22325,150.2176,C10H14O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCc1ccc(OC)cc1,CCCc1ccc(OC)cc1,11
8718,24357,138.1638,C8H10O2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(CO)cc1,COc1ccc(CO)cc1,10
8719,27649,166.1739,C9H10O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(COC=O)cc1,COc1ccc(COC=O)cc1,12
8720,24750,168.1500,C7H8N2O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(N)c([N+](=O)[O-])c1,COc1ccc(N)c([N+](=O)[O-])c1,12
8721,2014,138.1638,C8H10O2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(OC)cc1,COc1ccc(OC)cc1,10
8722,4484,180.2269,C8H8N2OS,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COc1cccc2sc(N)nc12,COc1cccc2sc(N)nc12,12
8723,27126,180.2005,C10H12O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)c1ccccc1OC,CCOC(=O)c1ccccc1OC,13
8724,2341,225.2908,C10H19N5O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,16
8725,2341,225.2908,C10H19N5O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,16
8726,7356,280.3902,C11H24O6Si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=C[Si](OCCOC)(OCCOC)OCCOC,C=C[Si](OCCOC)(OCCOC)OCCOC,18
8727,4621,134.1736,C6H14O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCCOCCOC,COCCOCCOC,9
8728,24396,222.2787,C10H22O5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCCOCCOCCOCCOC,COCCOCCOCCOCCOC,15
8729,790,314.2924,C10H19O7PS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,19
8730,6979,124.0755,C3H9O3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COP(OC)OC,COP(OC)OC,7
8731,28759,239.2660,C11H10FNO2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,16
8732,3973,158.6485,C7H7ClS,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSc1ccc(Cl)cc1,CSc1ccc(Cl)cc1,9
8733,21873,255.3829,C11H21N5S,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCNc1nc(NC(C)C(C)C)nc(SC)n1,CCNc1nc(NC(C)C(C)C)nc(SC)n1,17
8734,28477,201.0133 (114.2081+86.8052),C7H16BF4N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CC[N+]1(C)CCCC1.F[B-](F)(F)F,CC[N+]1(C)CCCC1,8
8735,29074,197.9696 (111.1644+86.8052),C6H11BF4N2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,8
8736,4512,161.1244,C7H6F3N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1cccc(C(F)(F)F)c1,Nc1cccc(C(F)(F)F)c1,11
8737,24835,289.2519,C16H10F3NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,21
8738,24617,185.1458,C9H6F3N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N#CCc1cccc(C(F)(F)F)c1,N#CCc1cccc(C(F)(F)F)c1,13
8739,1751,100.0398,C2H3F3O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,OCC(F)(F)F,OCC(F)(F)F,6
8740,24397,150.0770,CHF3O3S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)(O)C(F)(F)F,O=S(=O)(O)C(F)(F)F,8
8741,27136,246.9602,C6BrF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Fc1c(F)c(F)c(Br)c(F)c1F,Fc1c(F)c(F)c(Br)c(F)c1F,12
8742,7153,174.9984,C6H4BrF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,8
8743,29301,193.0025,C7H3Cl2FO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(Cl)c1ccc(F)c(Cl)c1,O=C(Cl)c1ccc(F)c(Cl)c1,11
8744,5064,129.1074,C6H5F2N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(F)cc1F,Nc1ccc(F)cc1F,9
8745,21981,78.0424,C2H3FO2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CF,O=C(O)CF,5
8746,29385,128.0910,C6N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,N#CC(C#N)=C(C#N)C#N,N#CC(C#N)=C(C#N)C#N,10
8747,6457,164.2077,C8H12N4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C#N)/N=N/C(C)(C)C#N,CC(C)(C#N)/N=N/C(C)(C)C#N,12
8748,5427,85.1045,C4H7NO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(O)C#N,CC(C)(O)C#N,6
8749,6167,117.1479,C8H7N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1cccc(C#N)c1,Cc1cccc(C#N)c1,9
8750,2050,117.1479,C8H7N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccccc1C#N,Cc1ccccc1C#N,9
8751,7149,85.0614,C3H3NO2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#CCC(=O)O,N#CCC(=O)O,6
8752,24656,168.1931,C8H12N2O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,N#CCCOCCOCCC#N,N#CCCOCCOCCC#N,12
8753,6899,140.2061,C6H8N2S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#CCCSCCC#N,N#CCCSCCC#N,9
8754,7603,216.2425,C10H12N6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,N#CCN(CC#N)CCN(CC#N)CC#N,N#CCN(CC#N)CCN(CC#N)CC#N,16
8755,4553,116.0788,C2H4N4O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NC(=O)N=NC(N)=O,NC(=O)N=NC(N)=O,8
8756,3645,444.4346,C22H24N2O8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,32
8757,929,122.1246,C6H6N2O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)c1cccnc1,NC(=O)c1cccnc1,9
8758,914,185.2218,C12H11NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,NC(=O)Cc1cccc2ccccc12,NC(=O)Cc1cccc2ccccc12,14
8759,1426,60.0553,CH4N2O,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(N)=O,NC(N)=O,4
8760,1348,76.1209,CH4N2S,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(N)=S,NC(N)=S,4
8761,29274,165.1527,C6H7N5O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cn1cnc2c(=O)nc(N)[nH]c21,Cn1cnc2c(=O)nc(N)[nH]c21,12
8762,28728,356.4189,C19H24N4O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,26
8763,3747,211.2178,C9H13N3O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,15
8764,3747,211.2178,C9H13N3O3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,15
8765,21361,207.0142,C6H4Cl2N2O2,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1c(Cl)cc(Cl)cc1[N+](=O)[O-],Nc1c(Cl)cc(Cl)cc1[N+](=O)[O-],12
8766,1160,241.4592,C6H3Cl3N2O2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,13
8767,24388,156.2685,C9H20N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC1(C)CC(N)CC(C)(C)N1,CC1(C)CC(N)CC(C)(C)N1,11
8768,24962,248.3009,C12H12N2O2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,17
8769,7620,180.2038,C9H12N2O2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(NC(C)=O)cc1N,COc1ccc(NC(C)=O)cc1N,13
8770,10307,162.0166,C6H5Cl2N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1cc(Cl)cc(Cl)c1,Nc1cc(Cl)cc(Cl)c1,9
8771,287,141.5981,C7H8ClN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccc(Cl)cc1N,Cc1ccc(Cl)cc1N,9
8772,371,248.3009,C12H12N2O2S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,17
8773,6060,214.2416,C8H10N2O3S,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)NS(=O)(=O)c1ccc(N)cc1,CC(=O)NS(=O)(=O)c1ccc(N)cc1,14
8774,349,137.1790,C8H11NO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(N)c(C)c1,COc1ccc(N)c(C)c1,10
8775,3996,99.1741,C6H13N,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC1CCCCC1,NC1CCCCC1,7
8776,5567,151.1626,C8H9NO2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)c1ccccc1N,COC(=O)c1ccccc1N,11
8777,4441,177.1998,C10H11NO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=CCOC(=O)c1ccccc1N,C=CCOC(=O)c1ccccc1N,13
8778,4463,173.1897,C6H7NO3S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1ccccc1S(=O)(=O)O,Nc1ccccc1S(=O)(=O)O,11
8779,4508,100.1423,C3H4N2S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1nccs1,Nc1nccs1,6
8780,76,84.0800,C2H4N4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Nc1nc[nH]n1,Nc1nc[nH]n1,6
8781,26890,562.7080,C24H34N8O4S2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,38
8782,4922,116.2046,C6H16N2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCCCCCN,NCCCCCCN,8
8783,24565,220.3092,C10H24N2O3,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NCCCOCCOCCOCCCN,NCCCOCCOCCOCCCN,15
8784,3702,146.2339,C6H18N4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCNCCNCCN,NCCNCCNCCN,10
8785,21914,104.1509,C4H12N2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NCCOCCN,NCCOCCN,7
8786,24361,174.2010,C6H14N4O2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,NNC(=O)CCCCC(=O)NN,NNC(=O)CCCCC(=O)NN,12
8787,728,76.0977,C2H8N2O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NNCCO,NNCCO,5
